Word (in Normal Form), Descents
abcabcabacbabac,ab
cabacababacabacaba,c
ccababacabacab,abc
bcabacabbabac,bc
bacbacbacbacbba,ab
bcbabacaca,bc
abcabcabcabcabacabacab,ab
cabcabacabacabacabacaba,ac
bacacabacabacabac,b
acabacabacabbb,ac
bcabacabacabacabacbb,bc
cbcacb,bc
bacabacabacabacabacababac,b
bcabcabacbacba,b
abacabacabbabac,ab
bbbacabacabab,b
cabbacababaca,ac
bacbacabacabacbba,ab
bcabcabbacc,b
baccabacabba,ab
bbacabacabacacb,abc
cacabacababa,ac
bcabacbbba,bc
abcabbabaca,a
abcbabacabacabac,a
acacabacabacababaca,ac
abcbacabacabb,a
bcababacabb,bc
cabcabcababacab,c
cabcabbacbaca,ac
abacabacabacbabaca,ab
abcabcacb,a
cabcbacabacaba,ac
ccabacababac,abc
bacbbbaba,b
bacbacabacabacabacabac,ab
abcabacabacabacabacabaca,a
abacabacababacbba,ab
abacbbabac,ab
acbacbacacbb,ac
abcabacababacb,a
bacabacacababacabacaba,b
cbcab,bc
abacabacabacabacabacacaba,ab
bbabacaca,ab
cabcabcabcabacabacb,ac
bacbacbacbaccba,b
ccabacabab,abc
abcabcabcabacababa,a
cbabacabb,c
abcabcacab,a
bcbbbbba,bc
bcabcababacbb,b
bcabbacabacabaca,b
bacabacacabacabacabacababacaba,b
accbbac,a
cbacabacacbb,bc
cbacabacabacacabacab,bc
acbacabacacabacab,a
bacabacbbb,b
bacbaccababacaba,b
acbacacabacabacba,a
bacbacabacabacabacb,ab
bcabcabcabca,b
bcbabacac,bc
cbaccabacabacabacab,c
accacabb,ac
abcabccab,a
abcabacabacabacabab,a
accabacabbabacab,a
cbacbcab,c
bcbacbaba,bc
cababacabacacb,c
bcabcabcacabaca,b
abacabacababacba,ab
bcabbabacabaca,bc
abbacca,a
cabacabacacabacab,c
bacabacabacbaba,b
bacabacacababa,b
cabcabbbaba,ac
bacbacbbbaca,b
cbaccbacabb,c
abcabcabbab,ab
bacbbbabacabacaba,b
acbabacbba,ac
cbaccbaca,c
cabcabcbabaca,c
cabbbba,c
cabcabcabbacb,c
cbacbacbabacab,c
cbacabacabbab,bc
acbacbacbcaba,a
acbacabacabacabacabaca,a
cabcabcabacabacabacabac,c
abacabbabacab,ab
cabacacabacababac,c
bacbacbbc,b
cbaccabacababac,c
cabcbacabacab,ac
bacbacabacababacb,ab
baccabacabacac,ab
bacbaccabacba,b
bcbbabacab,bc
bbacabacacba,abc
bcababacabacacb,bc
abbacabacacabacab,a
bacabacacbacaba,b
acacabacabacabacab,ac
bacacbacba,b
acbacabacabacabacababa,a
acbabacabac,ac
cacabacabacacab,ac
abbacabbbb,a
acbacbacbacabacb,a
cabcabcabcabacabacabac,ac
acabacabacabacbb,ac
bacbacacabacabacbba,ab
bcbabacabaca,bc
bacabbbba,b
abcacabbb,ab
bacbacabacbabaca,ab
ccabacabacbbab,abc
bcabcacabacabac,bc
bacbacbacabacabacabacab,b
cabcacbbbba,c
bcbabacb,bc
acbacabbb,a
acbacbacabacabacacb,ac
cabacababacbb,c
accabacacabacabac,a
cbacbacabacabacbba,c
ababacabacbb,ab
ccabacabacabb,abc
baccabbacacb,b
abcabbacbac,a
abacacabb,ab
cbaccabacabacb,c
abcabbacabacb,ab
abacababacabb,ab
ccbcabacabac,bc
babacababacab,ab
acbacacbaca,a
bcacabacabacb,b
abbacabacacb,a
acbacbaccacabac,ac
acababacabba,ac
cabacabacabacbacabacac,c
bcabbacabb,b
abacabacabacabacabacabac,ab
cbaccabacac,c
bbacbacabaca,ab
cbbbacabacacb,bc
abcabcabcababacaba,a
bcabcabacabacacaba,b
cababacabacabacb,c
accacabacab,ac
acabacabacbabac,ac
acbacbacbacbacacab,ac
ccabacabb,abc
acbacbacbaccabacb,ac
cbacbacabacbbabac,c
bcabbacacabacaba,b
bacabacacabacababa,b
abacababacabacabacaba,ab
abcabacabacbacab,a
cacbbba,ac
bacbabacacab,b
bcabcabcabcabcabc,b
acabacabacabacabacacaba,ac
bcabbacabacac,b
accabacabacac,a
cbacbacacabacabacabac,c
abacabacbbb,ab
bcabacabacacabacabac,bc
cbacacabacabacb,bc
accabacabacabacabacabacabacab,a
cacababacabacaba,ac
abcabcabcacaba,ab
cbacbacbbbacabacabacab,bc
cbaccbacba,c
bcabacbacabacb,bc
abacbacabaca,ab
cbacabacacabba,bc
cbacbabacab,bc
acbacabacabacabacac,a
cabbacabacacbaca,ac
cabcabacabacbbab,ac
cabacabacacabacabaca,c
bcabacbabacabacb,bc
abcabcabbacbac,a
bcabcabcabba,b
ccabacabacabac,abc
acacabacacba,ac
bcabcabcabacabacabacab,bc
cbacacabacacb,bc
bcabcbacaba,b
cacabacabacabacab,ac
abacabacbabacabacabac,ab
abcabbacabacabacabacabac,ab
ccabcbba,ac
abcabacabacacb,a
bcbbabacb,bc
bcabbacabacacb,b
cabacbbabaca,c
bacacbabac,b
bcabcabacacba,b
bcbacbb,bc
cbacbacabacabacacabaca,c
acbacabacabacabacabacabac,a
bacacababaca,b
acabacabacabacacaba,ac
bacabacabacacabac,b
baccababacaba,ab
abacabacacabb,ab
abacabacbacaba,ab
babacacaba,ab
bacbacbacbacbacbacacab,ab
abcabacabacbab,a
bcacbabacabacab,b
bcabcababacacabacb,b
cbacabacabacabacacaba,bc
bcabcacacabacab,bc
cabbaccabaca,c
abbacbacaba,ab
ccbcabacb,bc
cabbacacabac,ac
bbaccaba,ab
cabacabacababacbbb,c
cabcabcabacabbb,c
cbaccabacabb,c
acacacb,ac
accacbacab,ac
cbacabacbbabac,bc
cabcabcabacababacabacabac,c
abcabcabcbb,a
acbacbacababaca,ac
acbacabacababacabacab,a
bacabacacababaca,b
bacbacabacacbacaba,ab
bcababacacab,bc
abbacabacacba,a
acacabacabacba,ac
ccbacbba,bc
acabacacbbab,ac
acbacbbabaca,a
bcabcabacabacabacababaca,b
cabcabcbab,c
baccabacabb,ab
bcababacac,bc
bcabcabcbacba,bc
bcababacabacabacabacabac,bc
cbacbacbacbacbacbaccaba,bc
ababacabacbba,ab
cacababaca,ac
bbcba,bc
cababacbabaca,c
accabacabacacaba,a
abcababacabacabaca,a
cbacbacbacbacacb,c
abcabacababacabba,a
ccabacabacbba,abc
bacabacababacabaca,b
ccabacabacb,abc
babab,ab
abbacababacabacab,a
ccacabaca,ac
bacabacbbbba,b
abacabacabacabacacabab,ab
bacacabacababaca,b
bacbacbaccabacaba,ab
abacbabacabab,ab
baccbabacbabac,ab
cbacbacbacbaccba,bc
cabcabacabacabacba,ac
bacbacababacab,ab
bacbacabacabacacb,ab
bcabbabacacaba,bc
cbacbacacababacabacaba,c
cabacabacababacabacabacab,c
cacac,ac
abacacabacba,ab
abacabacabacacabac,ab
ccabbabacba,abc
cbabacbb,c
cabcabacabacababa,ac
cccabba,c
bcbacabacabaca,bc
cbacabacababacb,bc
bacbaccabba,b
acbacabacbbb,a
bcabacacabacabba,bc
bcabcabacabacabacabacaba,b
abcbc,a
abcabbaccab,a
abacabacabacabacabacabacab,ab
bcbabacacabac,bc
bcababacabacabacb,bc
bacbacababacabac,ab
cbcba,bc
cbacbacbacababaca,bc
cabacacababacbba,c
bacababacacabacabac,b
cbacbacbacbacb,c
abbacacbacb,a
abcbacbab,a
abcabacabacabacbb,a
abcabcabcabcababac,ab
bacababacabacba,b
bcbbabacabacaba,bc
cabcbabacba,ac
cbacbacbbbb,c
bcabcabcababacac,bc
acbacbacbacbacbacbacabac,ac
abcabcabbacabac,a
abbaccba,ab
acabacacbacb,ac
abacacabacabbaba,ab
abcacacaba,ab
cbabab,c
bacabacbabacabacab,b
ababacabacacabac,ab
cbacabacabacabacacabac,bc
abcabcbbaba,ab
bacbacabacabacabacacba,ab
acbacbacbacabacacab,a
bacbaccacabac,ab
abacbabacabaca,ab
cbacbacbca,bc
cbacabacabacabacacab,bc
bacacababacacb,b
cabacabacacabacabac,c
bcabcababacabacb,b
bcbacbacaba,bc
acababacbab,ac
acbaccabb,a
abcabacabacac,a
cabcbabacaba,ac
cabacacabacabacaca,c
cababacabba,c
ababacababacabacabac,ab
acbacabacabacabacabacabacb,a
accabacabacbb,a
bacbacbabacabaca,ab
bcabcabcabcabcabcba,b
cabbacabba,ac
baccabacabacabba,ab
bcabcabcaca,b
cabcabcabcabcabcabcaba,c
cabbacacabacba,ac
bbcacabac,abc
acbacacabacbb,a
abacacbac,ab
bcabcbabacabac,b
acbaccbabaca,ac
cbacbacacabb,c
bacbacbacabacababa,b
bacabacacabacabba,b
abcabcabcabbacabac,ab
cabacacbacba,c
acbaccbaca,ac
cbcbb,bc
bcabcabcabcabcabbac,b
ccabacacaba,abc
cabbacabab,ac
bacbacbacacabb,b
abcabacabacababaca,a
acbacbacbacabacac,a
cabbabacabaca,c
bacabacabacabacacabacabacacaba,b
abcabcbbbba,ab
cbbabacabacab,c
bcabacabacacabacab,bc
abcabacbacba,a
acabacabbabac,ac
cbacbabacabac,bc
acabacabacbbabac,ac
acabcabac,ac
bcabacacabacabacaba,bc
acabacabacabacbabac,ac
bacbaccbacabacabacabacb,b
cbacabacababacabacab,bc
cabbabacac,c
acbacabacbab,a
abacabcba,ab
abacbbabacab,ab
bcacabacabacabaca,b
ababacabacabacacaba,ab
abcabbbb,a
cabacbacb,c
bacabacbbabac,b
bcabcacbba,bc
ccabacbba,abc
abacacabba,ab
abcabcababacb,ab
acababacacabaca,ac
cbacbacabacacababa,c
abcabcbc,ab
bcabcbabac,b
bacbaccbacaba,b
bbacabacacaba,abc
abcabbacabacabaca,ab
ababacacabaca,ab
bcabcababacaca,b
ccbcabacabaca,bc
acabacabacabacabacabba,ac
bacbacbbbacab,b
acbacacabacabacabba,a
cabcabcabacacab,c
cbacbbba,c
cacabacbb,ac
acbacbaccabba,a
bcabbaccabacabac,bc
bacbacabacacbac,ab
abacacabacacb,ab
bcacabacabab,b
abbacabacabacacb,a
cccabacababac,c
abcbabacabaca,a
cbacbacbacabacabacabacaba,bc
cacbab,ac
accabbaca,ac
bacbacbacababa,b
bacbacabacabacabacabba,ab
cabacabacabacabacac,c
baccc,b
bacacabacabacab,b
cabbacabacacab,ac
abacbbbab,ab
acabacbacaba,ac
acbacabacabacabacabacacb,a
bbacbaba,abc
bcabbacbaba,b
accacabacaba,ac
bbcb,bc
bcabcabcabcabcbacb,bc
cacabacbba,ac
ccabacabacacab,abc
cababacacabb,c
bacabacabacbbabaca,b
bcabcabbacabac,bc
acbacbacbacabb,a
bcabcabbbb,b
cabcacabacba,c
bcabacabacacabacaba,bc
abbacbbbba,a
bbbacabacabac,b
cacababacba,ac
cabcabcabcabacabaca,ac
cabcabcabcabacabab,ac
bacacabacabb,b
bacacababacab,b
abcbabacacaba,a
abbacabacabba,a
acababacabacabacb,ac
acbacbacabacabacba,ac
ccabacbbba,abc
cbabacac,c
abcabcabbacabacabacb,a
cbbbacabaca,bc
ababacabacabacabacab,ab
acbacacabacacb,a
abcabacababacba,a
bcabcabcababacabacabaca,bc
ababacabacabba,ab
acbacbacbacbaccaba,a
cababacbaba,c
cacbacb,ac
cbbbacabacabacabaca,bc
acabacbbbb,ac
bacabacacabacaba,b
baccabcab,b
bcabacabacabacbacaba,bc
abbacacabacab,a
cbacbacbacabba,bc
bcabcabcabcabcabcababac,b
bacabacacbaca,b
acbacbacabacabb,ac
cbacbacbaccabaca,c
bcbacabacbabacabba,bc
acbacacabab,a
cabbacabacabacabacabac,ac
ababacbab,ab
bcacabacabacababaca,b
cabbacabacabba,ac
acabbabacabacb,ac
abbacabacabacabac,a
accabacacabacaba,a
accabacababa,a
bacacabacbacaba,b
cbacbacbacbacabacaba,c
cabbabacabacacab,c
accacac,ac
acbaccabacabacaca,ac
abcabcababacabaca,ab
accabacabacbbaba,a
cbcbabac,bc
cabacabacabacabacabacabaca,c
abcabcabacabacac,ab
cabcabcabacabacabacb,c
bcabcbaba,b
acbacbaccbacaba,a
cabacababacac,c
cbacacbacba,bc
cbacacbacabaca,bc
cabcabcabcabacba,ac
bacacabacacabaca,b
bacacabbabacbb,b
cabacacbacabac,c
abcacabacabaca,ab
cbacbacbacacabacac,bc
bbacbacabacab,ab
cabcabcacb,ac
bcabcabcabacaca,bc
abcabbacababacabacb,ab
bacbacabbb,ab
cbbabacabac,c
baccabacabacacab,ab
cabacabacabacabacababac,c
abacabacabacacabacabac,ab
cbacbacbacacabacaba,bc
baccacabacba,b
abcabcabcabcabcababaca,a
abacababacabacac,ab
bcababacabacac,bc
accabacabacabacbba,a
cbbbacabacba,bc
cabcbacbbab,ac
cbacbacbacacabac,bc
abbacabacabacacabb,a
cbacabacbabacabaca,bc
abacacbacabacabacab,ab
acacabacbab,ac
acbacbaccababa,a
ababacacba,ab
bcacabacabacabacab,b
ababacabacbac,ab
acccbac,a
acbaccabacabacabacab,ac
bcabcababacabab,b
cbacbacbaccabacacb,c
cbacbacababa,c
bacbacbaccabab,ab
cbacbaccabba,c
bcbacabacabacaba,bc
bcabbacabacabacaba,b
bcabcabacabacacb,b
acbacbacbaba,ac
cbaccabcb,bc
bacacabacabacbaca,b
ababacababa,ab
acbacbaccbac,a
cbbabacb,c
bcabcacabac,bc
cbacbacacbac,c
bcabcabbacacaba,bc
cabcabcabcabbac,c
bcacabacabacac,b
acabacababacabacabacabacab,ac
acbacbacbacbacabacaba,ac
abcabcabacbbba,ab
acacbbb,ac
bcababacabacabacabacacb,bc
cabacacababa,c
cbacbacbacbacbb,c
abcbacabacaba,a
bacbacbaccabacab,ab
accababacababaca,a
cbacbacbacbacbacacb,bc
acabcacb,ac
bbbacbabacab,b
ababacacabacba,ab
acbacbacacababa,ac
bacbacbacabacabacacb,b
bcabcabcabcbb,b
bcabcabbab,b
ccabacabacabacabacba,abc
cacbabaca,ac
bacbaccabacabacba,b
cbbbaba,c
cabcbbabacabaca,ac
cccabacabacac,c
cbacbaccacabac,c
bcabacabacababacabacaca,bc
acbbabacabacabac,ac
bcbbbab,bc
bacbaccabacacb,b
cabacbabacabacab,c
abcabbbaba,a
cabcabcababacabaca,c
bacbacbacabacacb,b
cabcabacabacbab,ac
acabacbacba,ac
cabcabacabacabacabacabacbb,ac
abcabacabbab,a
acacbac,ac
cabacabacabacabacabacab,c
bbacabacabab,abc
acabacababacababac,ac
acbacbacbacabacabacaba,a
bcabacabacacbacb,bc
abcabacabacabacabacabacabac,a
accacbac,ac
abacabacacababa,ab
cbacbabacaba,bc
baccabacabacbacab,ab
abcabacacbb,a
baccacabacabacabacabacb,b
cbacacabacababa,bc
abacacabacabba,ab
bacbacbaccababac,ab
cbabacabacabaca,c
bacbaccacaba,ab
bcabcabcabcbacab,b
bacbacbbbaba,ab
abcabcbbabacabacab,ab
cbacbacbacbacabacba,c
bacbcabaca,ab
babacacabacaba,ab
cabcababacaca,ac
bcabacabacabacacabab,bc
cbacabacbacb,bc
acbacbacbacabacabacabaca,a
bbbacabacabacabaca,b
cbacabacabacabacabacabaca,bc
abcabcabcabacabacabacab,a
cccabb,c
cabcabbacabacba,c
bcabacacabb,bc
cabbacabacabacabacabacabacabac,ac
bbacabacababacabacab,abc
cbacbacababacb,c
bcabcabcabacabacabacabacab,bc
bcabacacbabaca,bc
cbaccbacbba,c
cbbbacaba,bc
acbacbacbbab,ac
acbabacacaba,ac
cabacababacabaca,c
bcabcabbacabacabacaba,bc
bcabacacabacabacabaca,bc
bcabacacabacba,bc
cabacababab,c
cbacacabacacaba,bc
accabacabacababa,a
cabcbabacb,ac
abacabacacabacabacba,ab
cabcabbacbb,c
bacbacacbacab,ab
bacabacabacacabacacab,b
abacabacabacabacacab,ab
bcabacacbacabac,bc
cabbacabacabacabacab,ac
cbacbaccabacbba,bc
ababacacabacabaca,ab
acabacabacbabacabacabacababaca,ac
abacabacabacabacabb,ab
acbbbacabacab,a
acabacbbabacabacabacabac,ac
cabcbacabacabaca,ac
abacabacabacabbba,ab
bacbcabacabaca,ab
cabcabbaccb,ac
cbacbacabacabacabacab,c
cabcabcabacabacba,c
acacababacba,ac
cababacacbba,c
cabcabacabacabab,ac
acbacacbabacba,a
cbacbacabacbbaba,c
cabacabacbacaba,c
acabacacababaca,ac
cabacacabacbabac,c
cabcbacabacabab,ac
abcabcabcac,ab
acbacbacacac,ac
bacbacbacbacbacbacbaca,b
acbacbacacbacaba,ac
cbacbaccbacb,bc
abbacabacababac,a
ccababacb,abc
abcababacabacabacb,a
acbbbabacaba,ac
acbacacacab,a
bcabcabacabacabbb,b
bcabcacbb,bc
cbacabacacbac,bc
cabcababacabacabacaba,ac
cabcabcabcabcabac,c
bacbacbacabacabacabaca,b
cabacbabacabacabac,c
cababacabacbb,c
bcabacabacababacabacba,bc
acbaccbaba,ac
abacabacacabacabacab,ab
cabbacbacaba,c
acbacabbab,a
bacbacbacabacabab,b
accabacabacabb,a
cbacbacbacbacaba,c
abacabacbc,ab
cbacabacacabacaba,bc
acabbabacabacaba,ac
abcabcabacabacbacaba,ab
ccabcabacabac,ac
acabacacababac,ac
bbacabacabba,abc
acabacbbabac,ac
cbaccabcba,bc
acbacabacabacabba,a
acabacababacabaca,ac
abacabacabacabacacaba,ab
accbabacba,a
cabcabcabacababacabaca,c
acabacababacabacb,ac
cbacbacabacababac,c
acabacabbbbb,ac
accabbb,a
abacacababacba,ab
acabacacabacabacb,ac
abbacabbabacba,a
abacacabacabacabacaba,ab
bcbbbbab,bc
cbacacababaca,bc
bcabcabcabcacaba,bc
bacbaccabbba,b
baccabacabacbba,ab
cbabacabba,c
acbacabacababaca,a
bbbacbba,b
cabacacabacac,c
cabcbbabaca,ac
bbabacabacac,ab
cabacacabacacaba,c
bcabcabacabacbba,b
bcabcabcbab,bc
bacbacbacbacbacbacabaca,ab
cabacacabacabb,c
abcabacabbba,a
bacbacabacbabac,ab
baccacabacaba,b
bacbacbabacab,ab
accbbabac,a
bcabacacabacbaca,bc
bacabacabacabacabba,b
acbacacabacabab,a
abcbabacabacabaca,a
cabacabbabaca,c
bacabacbacabacb,b
cbacabacabacababaca,bc
abcabcabcabacacb,a
bacbabacabacabacab,b
bacbacbacbacbacacb,b
cabcabacbacb,ac
cbacbacabacabacacabac,c
cabcababacabacab,ac
abacbacabacaba,ab
ababacbbaba,ab
acbacabacbaca,a
bbacabacbb,abc
bcabacabacabacacab,bc
cabbacbacabac,c
cacabacabacabb,ac
cabcabcabcabacabb,ac
abcabcabcabcabcabcabcabcaba,ab
acbcabacabaca,a
bcabcabacabacabacababac,b
abacabacabacababacacb,ab
abbacabacabab,a
bacbacbacacabacaba,b
acababacabacabacab,ac
acbaccabacabacabac,ac
abcabacbacaba,a
bcabcabacabacabb,b
abbacbabaca,a
cbacabca,bc
bbbacabacabacab,b
bcabacabacacabacacb,bc
cabacbacabacab,c
acbacbacabacabacb,ac
cbacabacababacaba,bc
bacababacabab,b
bacbacbacbacabacac,ab
bcabacabacbacaba,bc
bcacabacbacaba,b
cbacbacbaccabacaba,c
abcabbacabacabacbb,ab
cbacabacacbba,bc
cabacbcaba,c
cabbacabacacb,ac
cabcabcabacbb,c
acababacbabaca,ac
abcabbacabba,ab
bbbbb,b
acabacabacabacabbabacb,ac
ccabacababacabac,abc
bacbca,ab
cbaccabacabab,c
bacabacabacababacba,b
accabacababacb,a
bacababacacbba,b
abbabacbabacabac,ab
cabacabacabacacabacabaca,c
babacabacabacabaca,ab
acbacbaccbacba,a
acbcba,a
abcabcabacababacaba,ab
cabcabcabcabcabacabac,c
bcabcbabacaba,b
acbacababacbb,a
bacbbabacabacabac,b
abbacabacbbaba,a
bcabcabacabacabacabaca,b
cabbaccabacbbb,c
abbabacabacabacacabacaba,ab
cabbacabacabacabac,ac
cccababac,c
cabcabcabcbacb,ac
cabacabacabacabacacaba,c
cbaccabc,c
bbacabbb,abc
accabacabacababaca,a
cbacbacbacabacabacac,bc
cbacbacacbacabba,c
bacbacabacabacababaca,ab
abacacabacabab,ab
cacabacabacabacabaca,ac
acbacabacabacabacacaba,a
abacacabab,ab
acbacabacabacabacabacaba,a
bcabcabcabcababac,b
bacbacbacabab,b
ccabacbab,abc
ababacbaba,ab
abacabacabacacbba,ab
bcbbaca,bc
bcabcabbacac,bc
cabcbabacabacab,ac
bacbbabacabacab,b
ccbcabacabacacab,bc
bacacabacabacababa,b
ababacabc,ab
abcbabacabacabacabacb,a
acabacacbac,ac
cababacabacabacabacba,c
abcacbac,ab
acacabacabacabb,ac
acbacacababac,a
cabacacabacacba,c
abacababacbba,ab
bbaccb,ab
bcababacabacabacabac,bc
abacabacbbaba,ab
babacabacbb,ab
bcbabacabacababa,bc
bcabcabcabacabbba,bc
baccabacabbb,ab
cabcabacababacb,ac
abcabacacbacabaca,a
acabababac,ac
abacacabacabacabaca,ab
abcbabacabacabacabaca,a
cbacacbaba,bc
babacabacabacabba,ab
cbacabbaba,bc
bbaccab,ab
cabcabacbabacb,ac
acbacabacabacac,a
abacbabacabb,ab
acbacbacbacbacc,a
baccabacababacab,ab
cabacabacbabacabacabacaba,c
cabcabcacab,ac
cbacbacbacacabacacabacabaca,bc
acabacabacbacb,ac
accabbacaba,ac
cbacabbabaca,bc
abacbbabacaba,ab
acacbabacab,ac
cabcabacababacabac,ac
bcabcabcabacabacacb,bc
bcabcbacababacaba,b
cbaccabacbb,c
acbbbacbba,a
cbacabbbab,bc
bcabacabacbbabacab,bc
acabacacabacabacaba,ac
abbbabacaba,ab
ababacbabacab,ab
accbbab,a
bacacbabacab,b
baccabacababa,ab
accbbabaca,a
bbbacabacabacb,b
cababacabacabacbb,c
abcabcabcabcabcabac,a
acbacabacacbab,a
ccbcac,bc
cababacacbb,c
bcabcabcabcabacaca,b
bcabcabacabacababac,b
ccabacbac,abc
bcabbacabacabac,b
bcabcacabaca,bc
cbacabacabacabacabacb,bc
cabcabbacabacabacaba,c
cabacacabacabacb,c
abacacbaba,ab
bacbacabbab,ab
cabbacabacabab,ac
bcacabacacabac,b
cccacab,ac
acabacabacabacabacabacaba,ac
bacacabacabacabacb,b
abacacbabac,ab
acbacbacacbabacab,ac
accabacacabac,a
abacabacbabacaba,ab
ccacabacaba,ac
cbaccabacbacba,c
accababacabb,a
bcabacabacbaba,bc
bacababacacab,b
acbabacabacabacac,ac
cbacbacbbcbba,bc
bcabcabcababacabac,bc
bcabcabbacacba,bc
ccbacbac,bc
cbacacababacabaca,bc
bcabcabcabcabcabcb,b
ccabbb,ac
acbacbacbacbacabacabaca,ac
cccabacabaca,c
bacacbbaba,b
abacacabacbba,ab
bacbacababacabacabaca,ab
cabcabbacacabacabacababaca,c
abcabcabcabcabcabcabacaba,ab
ababacabacababa,ab
ccabcabacabacb,ac
acbacbacacabacb,ac
abbaccaba,ab
accabacacabaca,a
acabacabbab,ac
abacbabacba,ab
cababacabacabacabacab,c
bcabcabacabbaba,b
abcababacabacacabacabac,a
cbaccabacabacabab,c
acacabacacabac,ac
cbacbaccacb,c
acbaccabacabacb,ac
bacbabacabacab,b
acababacacba,ac
bacabacabacabacabacabacabacaba,b
abcbbabaca,a
baccabbacabaca,b
bcababacabacabacabacab,bc
cabacacbba,c
cabcabcabacabacbbab,c
acbacbaccabacabacabaca,a
acbacabacacabac,a
acbabacabab,ac
cbacbacabacbabaca,c
cabcabcabbab,c
accbbb,a
cbacababacba,bc
acbacbacbacbacacaba,ac
bacabacbacabac,b
cabcabcabcacab,c
bcabcabcbacabab,bc
cbaccababacab,c
cabbaccabac,c
abcbacabacabac,a
bacbabacabacba,b
bcabacabacabacacabac,bc
bcabcabcacabacabac,b
cbaccbacabacab,c
bacacabacabba,b
bcabcabcabcabcabbaca,b
acbaccababaca,ac
cbacababacaca,bc
bacbacbacbacbaccaba,ab
cbacbacababacabacabacabaca,c
cabcabcababacabac,c
cbacbaccabcab,c
abbacabbabacaba,a
cabcabbacabacabacabac,c
bcacababaca,b
ccabacbaba,abc
acacabacabba,ac
abbacacabab,a
abbacacabacabacb,a
bcabcabcabcabacabacaba,b
cabcabacababacab,ac
bcbabacabacabacaba,bc
bacbabacacb,b
cabbabacabacabacabacb,c
acabacbabacb,ac
bcabcabbbba,b
cbacabacabacabacabacaba,bc
cabacabacabacacabaca,c
ababacbabaca,ab
cabcabcabcabcabbac,c
bcabcabacabacababa,b
acabacbbabaca,ac
bcabacacbacab,bc
abbacabbb,a
cbacbacabacabacabacabaca,c
bcacabab,b
ababab,ab
acbacbaccabacabac,a
bacbacbacacbb,b
acbacababacb,a
abbabacbba,ab
bacacabacabacba,b
bcacabacbba,b
bcbacabacacab,bc
acbaccabacac,ac
baccabbabacacb,ab
bacbacabacabacabacabacabac,ab
acbabacabacb,ac
abacbc,ab
abacabacacabacba,ab
abcabbacbbb,a
cbacbacbacabacabacaba,bc
bcababacbab,bc
baccababacb,ab
cabcabcabcabcabcabcb,c
bcabbbbb,b
acbacbaccbba,a
ccacabba,ac
cbacbabacacaba,bc
acbaccabacabacba,ac
bacacabacaca,b
bbaccabacabacacb,ab
acabacbaca,ac
acabacbbabacab,ac
cabcabbbba,c
bcbabacabacabac,bc
bacbacabacabacacabacabaca,ab
bacbacbacbbbac,b
ccacababa,ac
bacacbbab,b
acbacbacbacacbaba,a
cabcabcabacacabaca,c
cbacbaccbacaba,bc
acbacbaccbaca,a
cabacabacabbbab,c
cabacabacacabacb,c
acabacacacab,ac
cbacacabacabacacab,bc
cbaccabacbabac,c
bacacabacabacabacaba,b
cbacbaccbacabac,bc
bcacacabaca,b
bacbacabbabaca,ab
accabacabbab,a
acbaccabacababac,ac
cbacbacababacab,c
acbacabacacbb,a
abcabcabacbacaba,ab
abcabbacababacaba,ab
cabacbabacaca,c
abcabcbabacbab,ab
bacbacabacabacababac,ab
bcababacabacababa,bc
bcabcabcabcabcabacabacabacaba,bc
bcabcabcbb,bc
bacbacabacacbb,ab
cabcacabacabacb,c
bcabcabcbbbaba,bc
bacabacacabacabacb,b
cabcabacacabacaba,ac
acbabacabacba,ac
cabbacabacabacabacabacab,ac
cabbacabacacaba,ac
baccabacabacabacab,ab
bacacabacabacac,b
acbacabacabacbab,a
acbacacabba,a
cabcacbab,c
baccababacabacb,ab
abbabacbb,ab
bcabacabacabacabacabacabacaba,bc
baccabcabb,b
cbacbabacabacabaca,bc
cabacabacabacbacaba,c
cabcbacac,ac
bacabacabacabacababacab,b
cbacbacababacaca,c
bcabccaba,bc
bcabacababacbba,bc
abcabcabcabcabca,a
cbacabacbbabaca,bc
acbabacacab,ac
bcabacbabacabacab,bc
cabcabcabacabacabaca,c
abacabacbabacabacabacaba,ab
bacabacabacabacabab,b
accbabaca,a
cabcbbaba,ac
accabcaba,ac
cccabacabacabac,c
acbaccabcb,a
abcbacabacacb,a
bcababacacabaca,bc
bacbacacbacb,ab
abcabacbbaba,a
bacababacabacabacba,b
cbbabacabb,c
bbacababacabaca,abc
bcbacabacba,bc
abacacabacabacabacba,ab
bbabacacabacaba,ab
cbacbacababacaba,c
cabacabacababacabacabac,c
accbacaba,a
cabcabcabacbaba,c
bacbacbaccacabaca,b
cbaccabacacba,c
bbabacabacabacb,ab
cbacbacabacacbb,c
bcabcabcabacbbba,bc
acacabbbabac,ac
accabacbbab,a
acabacbbabacaba,ac
cbacbacbacabacacb,bc
acbacacabacacab,a
baccabbab,ab
bacbacbacabacabacaca,b
bcacabacacba,b
cbacbacabacacbac,c
cabcabcbabac,c
cbaccabbabaca,c
abacabacbacb,ab
cbbcb,bc
acabbabacb,ac
acbabacabacac,ac
cbacbbabacaba,bc
cabacacbaba,c
bbbacabacab,b
cabacacbacaba,c
bacbabacabab,b
bcabbacabacabab,b
acbacbacabacababaca,ac
abcabcabcabcabacabacabacab,ab
cbacbacbacabacbb,bc
bcabbabacabacb,bc
abcabacacabb,a
cbaccabacababacaba,c
cbbbacabacaba,bc
ababacabacbab,ab
